0,0.0009379,0.0009379
0.1,0.00094112,0.00094237
0.2,0.00094951,0.00094772
0.3,0.00096388,0.000954
0.4,0.00098548,0.00096123
0.5,0.0010156,0.00096941
0.6,0.0010553,0.00097853
0.7,0.0011053,0.00098881
0.8,0.0011671,0.0010002
0.9,0.0012415,0.0010127
1,0.0013296,0.0010265
1.1,0.0014323,0.0010415
1.2,0.0015507,0.0010579
1.3,0.0016858,0.0010755
1.4,0.0018386,0.0010947
1.5,0.0020098,0.0011152
1.6,0.0022006,0.0011371
1.7,0.0024118,0.0011606
1.8,0.0026443,0.0011857
1.9,0.002899,0.0012124
2,0.0031768,0.0012407
2.1,0.0034785,0.0012707
2.2,0.003805,0.0013024
2.3,0.004157,0.0013359
2.4,0.0045354,0.0013712
2.5,0.0049409,0.0014084
2.6,0.0053744,0.0014474
2.7,0.0058366,0.0014884
2.8,0.0063282,0.0015314
2.9,0.00685,0.0015763
3,0.0074025,0.0016234
3.1,0.0079867,0.0016725
3.2,0.008603,0.0017237
3.3,0.0092522,0.0017771
3.4,0.0099349,0.0018327
3.5,0.010652,0.0018906
3.6,0.011403,0.0019507
3.7,0.01219,0.0020132
3.8,0.013013,0.002078
3.9,0.013872,0.0021453
4,0.014768,0.0022149
4.1,0.015701,0.002287
4.2,0.016672,0.0023617
4.3,0.017682,0.0024388
4.4,0.018731,0.0025186
4.5,0.019819,0.002601
4.6,0.020946,0.0026861
4.7,0.022114,0.0027738
4.8,0.023322,0.0028643
4.9,0.024571,0.0029575
5,0.025862,0.0030535
5.1,0.027194,0.0031523
5.2,0.028567,0.0032541
5.3,0.029983,0.0033587
5.4,0.031442,0.0034663
5.5,0.032943,0.0035768
5.6,0.034487,0.0036904
5.7,0.036074,0.003807
5.8,0.037705,0.0039267
5.9,0.039379,0.0040494
6,0.041097,0.0041754
6.1,0.04286,0.0043045
6.2,0.044666,0.0044368
6.3,0.046516,0.0045723
6.4,0.048411,0.0047112
6.5,0.050351,0.0048533
6.6,0.052335,0.0049988
6.7,0.054365,0.0051476
6.8,0.056439,0.0052999
6.9,0.058558,0.0054555
7,0.060722,0.0056147
7.1,0.06293,0.0057773
7.2,0.065184,0.0059435
7.3,0.067482,0.0061133
7.4,0.069825,0.0062866
7.5,0.072213,0.0064636
7.6,0.074645,0.0066442
7.7,0.077122,0.0068285
7.8,0.079643,0.0070165
7.9,0.082208,0.0072083
8,0.084817,0.0074038
8.1,0.087471,0.0076032
8.2,0.090168,0.0078064
8.3,0.092908,0.0080134
8.4,0.095692,0.0082243
8.5,0.098522,0.0084392
8.6,0.1014,0.008658
8.7,0.10432,0.0088807
8.8,0.10728,0.0091075
8.9,0.11028,0.0093383
9,0.11333,0.0095732
9.1,0.11642,0.0098122
9.2,0.11955,0.010055
9.3,0.12272,0.010303
9.4,0.12594,0.010554
9.5,0.12919,0.01081
9.6,0.13249,0.011069
9.7,0.13583,0.011333
9.8,0.13921,0.011602
9.9,0.14262,0.011874
10,0.14608,0.012151
10.1,0.14958,0.012433
10.2,0.15311,0.012719
10.3,0.15668,0.013009
10.4,0.16029,0.013303
10.5,0.16395,0.013602
10.6,0.16764,0.013906
10.7,0.17137,0.014214
10.8,0.17514,0.014527
10.9,0.17895,0.014844
11,0.18279,0.015165
11.1,0.18667,0.015492
11.2,0.19058,0.015823
11.3,0.19453,0.016158
11.4,0.19852,0.016499
11.5,0.20254,0.016844
11.6,0.20659,0.017193
11.7,0.21068,0.017548
11.8,0.2148,0.017907
11.9,0.21895,0.018271
12,0.22313,0.01864
12.1,0.22735,0.019014
12.2,0.23159,0.019392
12.3,0.23587,0.019776
12.4,0.24017,0.020164
12.5,0.24451,0.020557
12.6,0.24889,0.020955
12.7,0.25329,0.021359
12.8,0.25773,0.021767
12.9,0.26219,0.02218
13,0.26668,0.022598
13.1,0.2712,0.023021
13.2,0.27575,0.02345
13.3,0.28032,0.023883
13.4,0.28493,0.024322
13.5,0.28955,0.024765
13.6,0.29421,0.025214
13.7,0.29888,0.025668
13.8,0.30358,0.026127
13.9,0.30831,0.026592
14,0.31306,0.027061
14.1,0.31783,0.027536
14.2,0.32263,0.028017
14.3,0.32745,0.028502
14.4,0.33228,0.028993
14.5,0.33711,0.029489
14.6,0.34193,0.02999
14.7,0.34676,0.030497
14.8,0.35159,0.031013
14.9,0.35643,0.031538
15,0.36126,0.032072
15.1,0.3661,0.032616
15.2,0.37093,0.033171
15.3,0.37576,0.033737
15.4,0.38058,0.034317
15.5,0.38539,0.034912
15.6,0.39019,0.035522
15.7,0.39498,0.03615
15.8,0.39975,0.036797
15.9,0.4045,0.037461
16,0.40923,0.03814
16.1,0.41397,0.038838
16.2,0.4187,0.039555
16.3,0.42341,0.040291
16.4,0.4281,0.041047
16.5,0.43277,0.041822
16.6,0.43741,0.042615
16.7,0.44203,0.043427
16.8,0.44662,0.044259
16.9,0.45118,0.045108
17,0.4557,0.045976
17.1,0.4602,0.046864
17.2,0.46466,0.047772
17.3,0.46908,0.048698
17.4,0.47346,0.049643
17.5,0.47781,0.050606
17.6,0.48211,0.051587
17.7,0.48645,0.052589
17.8,0.49075,0.053611
17.9,0.49503,0.054651
18,0.49928,0.055712
18.1,0.5035,0.056791
18.2,0.5077,0.057891
18.3,0.51186,0.059012
18.4,0.516,0.060153
18.5,0.5201,0.061314
18.6,0.52418,0.062496
18.7,0.52823,0.063697
18.8,0.53226,0.064919
18.9,0.53625,0.066162
19,0.54022,0.067425
19.1,0.54416,0.068709
19.2,0.54808,0.070013
19.3,0.55197,0.071338
19.4,0.55584,0.072684
19.5,0.55968,0.074051
19.6,0.56351,0.075438
19.7,0.5673,0.076847
19.8,0.57108,0.078277
19.9,0.57484,0.079729
20,0.57858,0.081201
20.1,0.5823,0.082696
20.2,0.586,0.084211
20.3,0.58969,0.085748
20.4,0.59336,0.087307
20.5,0.59702,0.088888
20.6,0.60067,0.09049
20.7,0.6043,0.092114
20.8,0.6079,0.09376
20.9,0.61147,0.095429
21,0.61502,0.097118
21.1,0.61855,0.098828
21.2,0.62207,0.10056
21.3,0.62556,0.10232
21.4,0.62905,0.10409
21.5,0.63252,0.10589
21.6,0.63597,0.10771
21.7,0.63941,0.10955
21.8,0.64284,0.11142
21.9,0.64626,0.11331
22,0.64966,0.11522
22.1,0.65305,0.11715
22.2,0.65643,0.1191
22.3,0.6598,0.12108
22.4,0.66314,0.12308
22.5,0.66647,0.1251
22.6,0.66977,0.12714
22.7,0.67306,0.12921
22.8,0.67634,0.13129
22.9,0.67961,0.1334
23,0.68285,0.13553
23.1,0.68609,0.13769
23.2,0.68931,0.13986
23.3,0.69251,0.14206
23.4,0.6957,0.14428
23.5,0.69888,0.14653
23.6,0.70204,0.14879
23.7,0.70519,0.15108
23.8,0.70832,0.15339
23.9,0.71144,0.15572
24,0.71453,0.15807
24.1,0.71762,0.16045
24.2,0.72069,0.16285
24.3,0.72374,0.16527
24.4,0.72678,0.16771
24.5,0.72981,0.17017
24.6,0.73282,0.17266
24.7,0.73582,0.17517
24.8,0.73881,0.1777
24.9,0.74178,0.18025
25,0.74474,0.18282
25.1,0.74768,0.18542
25.2,0.75061,0.18802
25.3,0.75353,0.19065
25.4,0.75643,0.1933
25.5,0.75932,0.19597
25.6,0.7622,0.19867
25.7,0.76506,0.20138
25.8,0.76792,0.20412
25.9,0.77075,0.20688
26,0.77358,0.20966
26.1,0.77639,0.21246
26.2,0.77919,0.21528
26.3,0.78198,0.21813
26.4,0.78475,0.22099
26.5,0.78751,0.22388
26.6,0.79026,0.22679
26.7,0.79299,0.22972
26.8,0.79572,0.23267
26.9,0.79843,0.23564
27,0.80113,0.23864
27.1,0.80381,0.24165
27.2,0.80649,0.24469
27.3,0.80915,0.24775
27.4,0.8118,0.25083
27.5,0.81444,0.25393
27.6,0.81707,0.25706
27.7,0.81968,0.2602
27.8,0.82229,0.26337
27.9,0.82488,0.26656
28,0.82746,0.26977
28.1,0.83003,0.273
28.2,0.83258,0.27625
28.3,0.83512,0.27953
28.4,0.83764,0.28282
28.5,0.84016,0.28611
28.6,0.84266,0.28941
28.7,0.84515,0.29273
28.8,0.84763,0.29607
28.9,0.85009,0.29943
29,0.85254,0.30281
29.1,0.85498,0.3062
29.2,0.85741,0.30962
29.3,0.85983,0.31305
29.4,0.86223,0.3165
29.5,0.86463,0.31997
29.6,0.86701,0.32345
29.7,0.86938,0.32696
29.8,0.87173,0.33048
29.9,0.87408,0.33403
30,0.87641,0.33759
30.1,0.87873,0.34117
30.2,0.88104,0.34477
30.3,0.88332,0.34838
30.4,0.88555,0.35202
30.5,0.88775,0.35567
30.6,0.88994,0.35935
30.7,0.8921,0.36298
30.8,0.89424,0.36662
30.9,0.89636,0.37028
31,0.89846,0.37395
31.1,0.90054,0.37763
31.2,0.90259,0.38132
31.3,0.90463,0.38503
31.4,0.90663,0.38875
31.5,0.90862,0.39248
31.6,0.91058,0.39622
31.7,0.91252,0.39997
31.8,0.91443,0.40374
31.9,0.91632,0.40751
32,0.91818,0.4113
32.1,0.92002,0.41511
32.2,0.92183,0.41892
32.3,0.92362,0.42275
32.4,0.92538,0.42657
32.5,0.92714,0.43039
32.6,0.92887,0.43422
32.7,0.93058,0.43805
32.8,0.93226,0.4419
32.9,0.93392,0.44575
33,0.93556,0.44961
33.1,0.93717,0.45348
33.2,0.93875,0.45736
33.3,0.94031,0.46125
33.4,0.94185,0.46515
33.5,0.94335,0.46906
33.6,0.94484,0.47297
33.7,0.94629,0.4769
33.8,0.94773,0.48083
33.9,0.94913,0.48477
34,0.95051,0.48872
34.1,0.95186,0.49268
34.2,0.95318,0.49663
34.3,0.95448,0.50059
34.4,0.95575,0.50456
34.5,0.95699,0.50854
34.6,0.95825,0.51252
34.7,0.9595,0.51651
34.8,0.96073,0.52051
34.9,0.96193,0.52452
35,0.96312,0.52853
35.1,0.96428,0.53255
35.2,0.96542,0.53658
35.3,0.96654,0.54061
35.4,0.96764,0.54465
35.5,0.96872,0.5487
35.6,0.96977,0.55276
35.7,0.97081,0.55682
35.8,0.97182,0.5609
35.9,0.97281,0.56497
36,0.97378,0.56905
36.1,0.97472,0.57313
36.2,0.97565,0.57722
36.3,0.97655,0.58131
36.4,0.97743,0.58542
36.5,0.97829,0.58953
36.6,0.97913,0.59364
36.7,0.97995,0.59776
36.8,0.98074,0.60189
36.9,0.98152,0.60602
37,0.98227,0.61017
37.1,0.983,0.61431
37.2,0.98371,0.61847
37.3,0.9844,0.62263
37.4,0.98507,0.62679
37.5,0.98575,0.63097
37.6,0.98641,0.63514
37.7,0.98706,0.63931
37.8,0.98769,0.64348
37.9,0.9883,0.64766
38,0.98889,0.65184
38.1,0.98946,0.65603
38.2,0.99002,0.66023
38.3,0.99056,0.66443
38.4,0.99109,0.66863
38.5,0.99159,0.67285
38.6,0.99209,0.67706
38.7,0.99256,0.68128
38.8,0.99302,0.68551
38.9,0.99346,0.68974
39,0.99389,0.69398
39.1,0.9943,0.69823
39.2,0.9947,0.70248
39.3,0.99508,0.70673
39.4,0.99544,0.71099
39.5,0.99579,0.71526
39.6,0.99612,0.71953
39.7,0.99644,0.7238
39.8,0.99675,0.72808
39.9,0.99704,0.73237
40,0.99731,0.73666
40.1,0.99757,0.74096
40.2,0.99782,0.74526
40.3,0.99805,0.74957
40.4,0.99827,0.75389
40.5,0.99847,0.75821
40.6,0.99866,0.76253
40.7,0.99884,0.76686
40.8,0.99901,0.7712
40.9,0.99916,0.77554
41,0.9993,0.77989
41.1,0.99942,0.78422
41.2,0.99954,0.78856
41.3,0.99964,0.79289
41.4,0.99972,0.79723
41.5,0.9998,0.80158
41.6,0.99986,0.80592
41.7,0.99991,0.81027
41.8,0.99995,0.81463
41.9,0.99998,0.81899
42,1,0.82335
42.1,1,0.82772
42.2,0.99999,0.83209
42.3,0.99997,0.83647
42.4,0.99994,0.84085
42.5,0.9999,0.84523
42.6,0.99985,0.84962
42.7,0.99979,0.85401
42.8,0.99972,0.85841
42.9,0.99963,0.86281
43,0.99954,0.86721
43.1,0.99944,0.87162
43.2,0.99932,0.87603
43.3,0.9992,0.88045
43.4,0.99907,0.88487
43.5,0.99892,0.88929
43.6,0.99877,0.89372
43.7,0.99861,0.89815
43.8,0.99844,0.90259
43.9,0.99826,0.90703
44,0.99807,0.91147
44.1,0.99788,0.91592
44.2,0.99767,0.92037
44.3,0.99746,0.92483
44.4,0.99723,0.92929
44.5,0.997,0.93375
44.6,0.99676,0.93817
44.7,0.99652,0.94257
44.8,0.99626,0.94696
44.9,0.996,0.95134
45,0.99573,0.95571
45.1,0.99546,0.96007
45.2,0.99517,0.96442
45.3,0.99488,0.96877
45.4,0.99459,0.97311
45.5,0.99428,0.97741
45.6,0.99397,0.98164
45.7,0.99365,0.98585
45.8,0.99333,0.99003
45.9,0.993,0.99418
46,0.99267,0.99831
46.1,0.99233,1.0024
46.2,0.992,1.0065
46.3,0.99166,1.0105
46.4,0.99131,1.0146
46.5,0.99096,1.0185
46.6,0.9906,1.0225
46.7,0.99024,1.0264
46.8,0.98988,1.0303
46.9,0.98952,1.0341
47,0.98915,1.0379
47.1,0.98877,1.0417
47.2,0.9884,1.0455
47.3,0.98802,1.0492
47.4,0.98764,1.0529
47.5,0.98725,1.0565
47.6,0.98687,1.0601
47.7,0.98648,1.0637
47.8,0.98609,1.0673
47.9,0.98569,1.0708
48,0.9853,1.0743
48.1,0.9849,1.0777
48.2,0.98451,1.0811
48.3,0.98411,1.0845
48.4,0.98371,1.0879
48.5,0.98331,1.0913
48.6,0.98291,1.0946
48.7,0.98251,1.0979
48.8,0.9821,1.1011
48.9,0.98168,1.1043
49,0.98123,1.1075
49.1,0.98079,1.1107
49.2,0.98034,1.1138
49.3,0.97988,1.1169
49.4,0.97943,1.12
49.5,0.97897,1.1231
49.6,0.97851,1.1261
49.7,0.97805,1.129
49.8,0.97759,1.132
49.9,0.97712,1.1349
50,0.97666,1.1378
50.1,0.97619,1.1406
50.2,0.97572,1.1435
50.3,0.97525,1.1463
50.4,0.97478,1.149
50.5,0.97431,1.1517
50.6,0.97384,1.1544
50.7,0.97337,1.1571
50.8,0.97289,1.1597
50.9,0.97242,1.1624
51,0.97194,1.1649
51.1,0.97147,1.1675
51.2,0.97099,1.17
51.3,0.97052,1.1725
51.4,0.97004,1.1749
51.5,0.96957,1.1773
51.6,0.96909,1.1797
51.7,0.96862,1.1821
51.8,0.96814,1.1845
51.9,0.96767,1.1868
52,0.9672,1.1891
52.1,0.96673,1.1914
52.2,0.96626,1.1937
52.3,0.96579,1.1959
52.4,0.96532,1.1981
52.5,0.96485,1.2003
52.6,0.96439,1.2024
52.7,0.96392,1.2045
52.8,0.96346,1.2066
52.9,0.963,1.2087
53,0.96254,1.2107
53.1,0.96209,1.2127
53.2,0.96163,1.2147
53.3,0.96118,1.2167
53.4,0.96073,1.2186
53.5,0.96024,1.2205
53.6,0.95974,1.2223
53.7,0.95924,1.2242
53.8,0.95874,1.226
53.9,0.95823,1.2277
54,0.95773,1.2295
54.1,0.95723,1.2312
54.2,0.95672,1.2329
54.3,0.95621,1.2346
54.4,0.95571,1.2362
54.5,0.9552,1.2378
54.6,0.95469,1.2394
54.7,0.95419,1.2409
54.8,0.95368,1.2424
54.9,0.95317,1.2439
55,0.95266,1.2454
55.1,0.95215,1.2469
55.2,0.95164,1.2483
55.3,0.95113,1.2498
55.4,0.95062,1.2512
55.5,0.95011,1.2526
55.6,0.9496,1.2539
55.7,0.94909,1.2553
55.8,0.94858,1.2566
55.9,0.94807,1.2578
56,0.94756,1.2591
56.1,0.94706,1.2603
56.2,0.94655,1.2615
56.3,0.94604,1.2627
56.4,0.94553,1.2639
56.5,0.94502,1.265
56.6,0.94451,1.2661
56.7,0.944,1.2672
56.8,0.9435,1.2682
56.9,0.94299,1.2692
57,0.94248,1.2702
57.1,0.94198,1.2712
57.2,0.94147,1.2722
57.3,0.94097,1.2731
57.4,0.94046,1.274
57.5,0.93996,1.2749
57.6,0.93946,1.2757
57.7,0.93895,1.2765
57.8,0.93845,1.2773
57.9,0.93795,1.2781
58,0.93745,1.2788
58.1,0.93694,1.2796
58.2,0.93642,1.2803
58.3,0.9359,1.2809
58.4,0.93538,1.2816
