21.489,5.7657,3.5092,2.9406,2.7785,2.745,2.7576,2.7871,2.8219,2.8572,2.891,2.9225,2.9516,2.9783,3.0028,3.0252,3.0457,3.0646,3.082,3.098,3.1128,3.1265,3.1393,3.1512,3.1623,3.1726,3.1823,3.1915,3.2,3.2081
19.913,4.1896,1.933,1.3644,1.2023,1.1688,1.1815,1.211,1.2457,1.281,1.3148,1.3464,1.3755,1.4022,1.4266,1.449,1.4696,1.4884,1.5058,1.5218,1.5366,1.5504,1.5631,1.575,1.5861,1.5965,1.6062,1.6153,1.6239,1.6319
19.438,3.715,1.4584,0.88981,0.7277,0.69425,0.7069,0.73637,0.77114,0.80642,0.84021,0.87177,0.90088,0.92758,0.95204,0.97444,0.99498,1.0138,1.0312,1.0472,1.0621,1.0758,1.0885,1.1004,1.1115,1.1219,1.1316,1.1407,1.1493,1.1574
19.254,3.5305,1.274,0.70537,0.54326,0.50981,0.52246,0.55193,0.5867,0.62198,0.65577,0.68733,0.71644,0.74314,0.7676,0.79,0.81054,0.82941,0.84677,0.8628,0.87761,0.89135,0.90411,0.91599,0.92708,0.93744,0.94716,0.95627,0.96484,0.97292
19.173,3.4494,1.1928,0.62421,0.4621,0.42865,0.4413,0.47077,0.50554,0.54082,0.57461,0.60617,0.63527,0.66198,0.68644,0.70884,0.72938,0.74824,0.76561,0.78164,0.79645,0.81019,0.82295,0.83483,0.84592,0.85628,0.86599,0.87511,0.88368,0.89175
19.135,3.4119,1.1553,0.58671,0.4246,0.39115,0.4038,0.43327,0.46804,0.50332,0.53711,0.56867,0.59777,0.62448,0.64894,0.67134,0.69188,0.71074,0.72811,0.74413,0.75895,0.77269,0.78545,0.79733,0.80842,0.81878,0.82849,0.83761,0.84618,0.85425
19.118,3.3949,1.1384,0.56978,0.40767,0.37422,0.38687,0.41634,0.45111,0.48639,0.52018,0.55174,0.58084,0.60755,0.63201,0.65441,0.67495,0.69382,0.71118,0.72721,0.74202,0.75576,0.76852,0.7804,0.79149,0.80185,0.81156,0.82068,0.82925,0.83733
19.112,3.3884,1.1319,0.56325,0.40114,0.36768,0.38034,0.40981,0.44458,0.47985,0.51365,0.5452,0.57431,0.60102,0.62548,0.64788,0.66842,0.68728,0.70465,0.72067,0.73549,0.74923,0.76199,0.77387,0.78495,0.79532,0.80503,0.81415,0.82272,0.83079
19.111,3.3874,1.1308,0.5622,0.40009,0.36664,0.37929,0.40876,0.44353,0.47881,0.5126,0.54416,0.57327,0.59997,0.62443,0.64683,0.66737,0.68624,0.7036,0.71963,0.73444,0.74818,0.76094,0.77282,0.78391,0.79427,0.80399,0.8131,0.82167,0.82975
19.113,3.3893,1.1327,0.56411,0.402,0.36855,0.3812,0.41067,0.44544,0.48071,0.51451,0.54606,0.57517,0.60188,0.62634,0.64874,0.66928,0.68814,0.70551,0.72153,0.73635,0.75009,0.76285,0.77473,0.78582,0.79618,0.80589,0.81501,0.82358,0.83165
19.116,3.3928,1.1362,0.5676,0.40549,0.37204,0.38469,0.41416,0.44893,0.4842,0.518,0.54955,0.57866,0.60537,0.62983,0.65223,0.67277,0.69163,0.709,0.72502,0.73984,0.75358,0.76634,0.77822,0.7893,0.79967,0.80938,0.8185,0.82707,0.83514
19.12,3.3971,1.1405,0.5719,0.40979,0.37634,0.38899,0.41846,0.45323,0.48851,0.5223,0.55386,0.58296,0.60967,0.63413,0.65653,0.67707,0.69594,0.7133,0.72933,0.74414,0.75788,0.77064,0.78252,0.79361,0.80397,0.81368,0.8228,0.83137,0.83944
19.125,3.4017,1.1452,0.57657,0.41446,0.38101,0.39366,0.42313,0.4579,0.49318,0.52697,0.55853,0.58764,0.61434,0.6388,0.6612,0.68174,0.70061,0.71797,0.734,0.74881,0.76255,0.77531,0.78719,0.79828,0.80864,0.81836,0.82747,0.83604,0.84412
19.13,3.4065,1.15,0.58135,0.41925,0.38579,0.39844,0.42792,0.46268,0.49796,0.53176,0.56331,0.59242,0.61913,0.64358,0.66598,0.68652,0.70539,0.72276,0.73878,0.7536,0.76733,0.78009,0.79197,0.80306,0.81343,0.82314,0.83225,0.84083,0.8489
19.135,3.4113,1.1547,0.5861,0.42399,0.39054,0.40319,0.43266,0.46743,0.50271,0.5365,0.56806,0.59716,0.62387,0.64833,0.67073,0.69127,0.71014,0.7275,0.74353,0.75834,0.77208,0.78484,0.79672,0.80781,0.81817,0.82788,0.837,0.84557,0.85365
19.139,3.4159,1.1594,0.59072,0.42861,0.39516,0.40781,0.43728,0.47205,0.50733,0.54112,0.57268,0.60179,0.62849,0.65295,0.67535,0.69589,0.71476,0.73212,0.74815,0.76296,0.7767,0.78946,0.80134,0.81243,0.82279,0.83251,0.84162,0.85019,0.85827
19.144,3.4203,1.1638,0.59517,0.43306,0.39961,0.41226,0.44173,0.4765,0.51178,0.54557,0.57713,0.60623,0.63294,0.6574,0.6798,0.70034,0.71921,0.73657,0.7526,0.76741,0.78115,0.79391,0.80579,0.81688,0.82724,0.83695,0.84607,0.85464,0.86272
19.148,3.4246,1.1681,0.59942,0.43732,0.40386,0.41651,0.44599,0.48075,0.51603,0.54982,0.58138,0.61049,0.63719,0.66165,0.68405,0.70459,0.72346,0.74083,0.75685,0.77167,0.7854,0.79816,0.81004,0.82113,0.8315,0.84121,0.85032,0.85889,0.86697
19.152,3.4286,1.1721,0.60347,0.44136,0.40791,0.42056,0.45003,0.4848,0.52008,0.55387,0.58543,0.61454,0.64124,0.6657,0.6881,0.70864,0.72751,0.74487,0.7609,0.77571,0.78945,0.80221,0.81409,0.82518,0.83554,0.84526,0.85437,0.86294,0.87102
19.156,3.4325,1.1759,0.60731,0.4452,0.41175,0.4244,0.45387,0.48864,0.52392,0.55771,0.58927,0.61838,0.64508,0.66954,0.69194,0.71248,0.73135,0.74872,0.76474,0.77956,0.79329,0.80605,0.81793,0.82902,0.83939,0.8491,0.85821,0.86678,0.87486
19.16,3.4361,1.1796,0.61095,0.44885,0.41539,0.42804,0.45752,0.49228,0.52756,0.56135,0.59291,0.62202,0.64872,0.67318,0.69558,0.71612,0.73499,0.75236,0.76838,0.7832,0.79693,0.80969,0.82157,0.83266,0.84303,0.85274,0.86185,0.87042,0.8785
